game,data_size,instruction,filename,embedding_idx,difficulty
dungeon,16,winding path maze between wall blocks with scattered enemy,gpt41_level_42_s10,942,2
dungeon,16,walls form winding path corridors around central block with enemies scattered,gpt41_level_42_s13,943,4
dungeon,16,walls form central vertical path with enemies scattered in open rooms,gpt41_level_42_s18,944,2
dungeon,16,walls form scattered blocks with winding paths between them,gpt41_level_42_s21,945,3
dungeon,16,spiral wall path with two enemies,gpt41_level_42_s23,946,2
dungeon,16,maze like walls with winding paths and two enemies near center,gpt41_level_42_s24,947,1
dungeon,16,walls form winding paths with enemies scattered throughout,gpt41_level_42_s25,948,2
dungeon,16,spiral wall path with enemy near upper center,gpt41_level_42_s28,949,2
dungeon,16,walls form central winding path with enemies left and right,gpt41_level_42_s4,950,2
dungeon,16,walls form scattered blocks with winding paths and a enemy bottom right,gpt41_level_42_s5,951,3
dungeon,16,path loop around central wall with enemy near bottom center,gpt41_level_42_s6,952,2
dungeon,16,walls form spiral path with enemy near center,gpt41_level_42_s7,953,4
dungeon,16,walls form winding path with enemies scattered along corridors,gpt41_level_42_s9,954,2
dungeon,16,path maze of walls with enemies scattered throughout,gpt41_level_43_s12,955,2
dungeon,16,path maze with walls and scattered enemies,gpt41_level_43_s4,956,3
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_43_s6,957,2
dungeon,16,walls form three vertical paths with enemies scattered in open areas,gpt41_level_44_s13,958,2
dungeon,16,central vertical path with enemies and surrounding wall blocks,gpt41_level_44_s5,959,2
dungeon,16,walls form three rooms linked by paths with enemies scattered inside,gpt41_level_44_s7,960,3
dungeon,16,walls form vertical corridors with scattered path gaps and no enemy,gpt41_level_45_s6,961,4
dungeon,16,central open area with enemy cluster and surrounding wall path,gpt41_level_46_s0,962,1
dungeon,16,walls form large right side block with narrow paths and few enemies,gpt41_level_46_s1,963,4
dungeon,16,walls form maze paths with enemies clustered in upper rooms and one central,gpt41_level_46_s12,964,1
dungeon,16,walls form scattered blocks with narrow paths between and enemies dispersed,gpt41_level_46_s14,965,3
dungeon,16,spiral wall with central path and enemies around edges,gpt41_level_46_s17,966,2
dungeon,16,walls form two large rooms split by a vertical path with scattered enemies,gpt41_level_46_s24,967,2
dungeon,16,walls form central block with surrounding path and scattered enemies,gpt41_level_46_s3,968,2
dungeon,16,walls form three large blocks with narrow paths between them,gpt41_level_46_s7,969,4
dungeon,16,walls form central spiral path with enemies clustered center and one right,gpt41_level_47_s11,970,2
dungeon,16,central enemy in open area surrounded by wall with outer path gaps,gpt41_level_47_s14,971,2
dungeon,16,scattered walls with open paths and enemies spread throughout,gpt41_level_47_s6,972,2
dungeon,16,central open path with scattered enemies surrounded by wall blocks,gpt41_level_47_s8,973,1
dungeon,16,spiral wall maze with central path and enemies scattered near edges,gpt41_level_48_s10,974,4
dungeon,16,spiral wall path with enemies around edges,gpt41_level_48_s12,975,3
dungeon,16,walls form maze paths with enemies scattered in rooms,gpt41_level_48_s13,976,3
dungeon,16,winding path through walls with enemies scattered along corridors,gpt41_level_48_s2,977,3
dungeon,16,square spiral wall path with enemies scattered inside,gpt41_level_48_s20,978,3
dungeon,16,spiral wall path with enemies scattered around edges and center,gpt41_level_48_s22,979,3
dungeon,16,walls form maze of rectangular rooms with enemies scattered along paths,gpt41_level_48_s28,980,2
dungeon,16,walls form central blocky maze with paths around and enemies scattered,gpt41_level_48_s4,981,4
dungeon,16,walls form central corridor path with enemies scattered and clustered right edge,gpt41_level_49_s20,982,3
dungeon,16,spiral wall paths with enemies around edges,gpt41_level_49_s21,983,4
dungeon,16,spiral path enclosed by wall with enemies scattered along path,gpt41_level_49_s9,984,4
dungeon,16,walls form scattered blocks with winding paths between enemies,gpt41_level_4_s0,985,1
dungeon,16,walls form scattered blocks with winding paths between them,gpt41_level_4_s1,986,4
dungeon,16,walls form maze of paths with enemies scattered throughout,gpt41_level_4_s2,987,3
dungeon,16,central path with branching corridors between wall blocks and scattered enemy,gpt41_level_4_s29,988,3
dungeon,16,single winding path around walls with one enemy near top left,gpt41_level_50_s0,989,4
dungeon,16,walls form two large blocks with central path and scattered enemies,gpt41_level_50_s3,990,2
dungeon,16,spiral path around central wall with two enemies,gpt41_level_51_s13,991,2
dungeon,16,zigzag path between wall blocks with enemies at lower sides,gpt41_level_51_s20,992,2
dungeon,16,central path maze with scattered wall blocks and enemies around edges,gpt41_level_51_s27,993,2
dungeon,16,two wall blocks with central path corridor and scattered enemy pockets,gpt41_level_51_s28,994,2
dungeon,16,winding path through walls with enemies clustered top and left,gpt41_level_51_s3,995,3
dungeon,16,two rectangular wall loops with central path and one enemy each,gpt41_level_51_s6,996,2
dungeon,16,spiral wall path with enemy near center,gpt41_level_51_s9,997,3
dungeon,16,central path block with scattered wall patches and enemies around edges,gpt41_level_52_s0,998,2
dungeon,16,walls form large central block with paths and enemies near top,gpt41_level_52_s18,999,2
dungeon,16,spiral wall path with enemies scattered along corridors,gpt41_level_52_s21,1000,3
dungeon,16,central open path with scattered enemies and surrounding walls,gpt41_level_52_s23,1001,3
dungeon,16,wall border with central path and scattered enemy blocks,gpt41_level_52_s26,1002,2
dungeon,16,walls form central horizontal path with scattered wall blocks and enemies,gpt41_level_52_s27,1003,4
dungeon,16,walls form winding path around central block,gpt41_level_53_s1,1004,2
dungeon,16,spiral wall path with enemies scattered throughout,gpt41_level_53_s12,1005,3
dungeon,16,path maze with wall corridors and enemies clustered left and vertical near center,gpt41_level_53_s16,1006,4
dungeon,16,spiral path around central wall with enemies on outer path,gpt41_level_53_s9,1007,2
dungeon,16,walls form central path with two enemies in open areas,gpt41_level_55_s1,1008,2
dungeon,16,winding path around central wall blocks with enemies scattered,gpt41_level_55_s19,1009,2
dungeon,16,walls form maze paths with two enemies in separate chambers,gpt41_level_55_s2,1010,2
dungeon,16,walls form three vertical chambers with enemies scattered along paths,gpt41_level_55_s22,1011,2
dungeon,16,central wall cluster with surrounding path and scattered enemies,gpt41_level_55_s5,1012,3
dungeon,16,spiral wall path with enemies scattered around edges,gpt41_level_55_s9,1013,4
dungeon,16,spiral wall maze with central path and scattered enemies,gpt41_level_56_s0,1014,3
dungeon,16,spiral wall maze with enemies along outer path,gpt41_level_56_s11,1015,3
dungeon,16,wall maze with winding path and enemies scattered throughout,gpt41_level_56_s14,1016,3
dungeon,16,spiral wall maze with winding path and enemies scattered throughout,gpt41_level_56_s15,1017,3
dungeon,16,spiral wall path with enemies scattered throughout,gpt41_level_56_s2,1018,4
dungeon,16,spiral wall path with enemies scattered around edges,gpt41_level_56_s3,1019,3
dungeon,16,spiral wall path with enemies around edges and one central enemy,gpt41_level_56_s7,1020,3
dungeon,16,winding path maze with walls and two enemies near top,gpt41_level_57_s20,1021,3
dungeon,16,spiral wall path with enemies clustered on right side,gpt41_level_57_s28,1022,3
dungeon,16,spiral wall maze with central path and enemies around edges,gpt41_level_57_s8,1023,4
dungeon,16,spiral wall path with enemies scattered around edges and center,gpt41_level_59_s10,1024,4
dungeon,16,spiral wall path with enemies scattered near bottom and right,gpt41_level_59_s11,1025,2
dungeon,16,path loop around central wall with two enemies,gpt41_level_59_s17,1026,2
dungeon,16,spiral wall maze with central path and enemies around edges,gpt41_level_59_s18,1027,3
dungeon,16,walls form spiral path with enemies scattered throughout,gpt41_level_59_s24,1028,3
dungeon,16,spiral wall path with enemies scattered near center and edges,gpt41_level_59_s5,1029,3
dungeon,16,spiral wall path with enemies scattered near edges,gpt41_level_59_s6,1030,4
dungeon,16,spiral wall path with enemies scattered around edges and center,gpt41_level_59_s7,1031,3
dungeon,16,spiral wall path with enemies clustered near center,gpt41_level_59_s9,1032,3
dungeon,16,central vertical wall with cross paths and enemies around edges,gpt41_level_5_s3,1033,3
dungeon,16,cross shaped wall with central path and scattered enemies,gpt41_level_5_s7,1034,2
dungeon,16,central open area with enemies scattered and walls around edges,gpt41_level_5_s9,1035,3
dungeon,16,walls form central block with surrounding paths and scattered enemies,gpt41_level_60_s2,1036,3
dungeon,16,walls form central cross path with enemies left and right,gpt41_level_60_s4,1037,2
dungeon,16,spiral wall path with enemies scattered inside,gpt41_level_60_s7,1038,3
dungeon,16,walls form winding paths with enemies scattered in corridors,gpt41_level_61_s11,1039,3
dungeon,16,walls form spiral path around central enemy cluster,gpt41_level_61_s13,1040,3
dungeon,16,path loop around center with scattered enemies near walls,gpt41_level_61_s17,1041,3
dungeon,16,walls form large central block with surrounding paths and few enemies,gpt41_level_61_s2,1042,4
dungeon,16,square wall ring with central enemy and surrounding path,gpt41_level_61_s20,1043,1
dungeon,16,walls form central spiral path with enemies scattered around edges,gpt41_level_61_s21,1044,3
dungeon,16,rectangular wall maze with winding path and scattered enemy,gpt41_level_61_s26,1045,2
dungeon,16,winding path through scattered wall blocks with enemies in open areas,gpt41_level_61_s3,1046,2
dungeon,16,walls form winding path with enemies scattered throughout,gpt41_level_61_s4,1047,3
dungeon,16,path maze with walls and enemies scattered along corridors,gpt41_level_61_s6,1048,3
dungeon,16,walls form scattered blocks with winding paths and no enemies,gpt41_level_61_s8,1049,4
dungeon,16,walled spiral path with enemies scattered,gpt41_level_62_s11,1050,3
dungeon,16,spiral wall maze with central path and enemies along outer path,gpt41_level_62_s14,1051,2
dungeon,16,walled maze with winding path and scattered enemy,gpt41_level_62_s4,1052,4
dungeon,16,winding path maze with scattered wall blocks and two enemies,gpt41_level_62_s5,1053,3
dungeon,16,walls form u shaped corridor with central path and scattered enemies,gpt41_level_63_s0,1054,2
dungeon,16,spiral path around central wall with enemies scattered,gpt41_level_63_s10,1055,4
dungeon,16,winding path with walls and enemies clustered on right,gpt41_level_63_s11,1056,4
dungeon,16,walls form central block with surrounding paths and scattered enemies,gpt41_level_63_s16,1057,3
dungeon,16,walls form central block with surrounding paths and scattered enemies,gpt41_level_63_s22,1058,3
dungeon,16,spiral wall path with enemies scattered throughout,gpt41_level_63_s24,1059,3
dungeon,16,central vertical wall with enemies scattered around and open paths,gpt41_level_63_s29,1060,3
dungeon,16,walls form central blocky maze with narrow paths and no enemies,gpt41_level_63_s8,1061,4
dungeon,16,walls form scattered blocks with winding paths between them,gpt41_level_64_s13,1062,3
dungeon,16,enemies clustered in central area with surrounding walls and open paths,gpt41_level_64_s18,1063,2
dungeon,16,walls form central cross with enemies scattered around paths,gpt41_level_64_s29,1064,4
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_65_s17,1065,3
dungeon,16,cross shaped wall corridors with enemies along central path,gpt41_level_65_s25,1066,3
dungeon,16,central vertical wall with top and bottom walls enemies around paths,gpt41_level_66_s10,1067,3
dungeon,16,cross shaped wall with enemies scattered around paths,gpt41_level_66_s11,1068,3
dungeon,16,walls scattered in clusters with enemies along open paths,gpt41_level_66_s14,1069,2
dungeon,16,scattered wall blocks with open path and enemies throughout,gpt41_level_66_s19,1070,4
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_66_s2,1071,3
dungeon,16,horizontal path with bottom wall and enemies scattered mostly right,gpt41_level_66_s23,1072,3
dungeon,16,scattered wall clusters with enemies spread across open path,gpt41_level_66_s29,1073,5
dungeon,16,cross shaped wall with central path and enemies around edges,gpt41_level_66_s4,1074,3
dungeon,16,walls form stepped zigzag path with enemies scattered around,gpt41_level_67_s13,1075,4
dungeon,16,central path with scattered wall blocks and no enemy,gpt41_level_67_s16,1076,2
dungeon,16,scattered wall blocks with enemy clusters around open paths,gpt41_level_67_s20,1077,4
dungeon,16,scattered wall blocks with enemies spread across open path,gpt41_level_67_s21,1078,3
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_67_s26,1079,5
dungeon,16,walls scattered with central open path and enemies dispersed,gpt41_level_67_s8,1080,3
dungeon,16,scattered wall blocks with open central path and enemies around edges,gpt41_level_68_s24,1081,4
dungeon,16,wall maze with enemies clustered along central path,gpt41_level_68_s29,1082,2
dungeon,16,walls form left and right blocks with central path and enemies near top,gpt41_level_68_s7,1083,3
dungeon,16,central open area with wall border and enemies along edges and paths,gpt41_level_68_s9,1084,4
dungeon,16,square wall border open center with scattered enemies no path,gpt41_level_69_s1,1085,3
dungeon,16,walls form a large central chamber with enemies scattered and few paths,gpt41_level_69_s10,1086,3
dungeon,16,walls form top and left blocks with open central path and enemies scattered right,gpt41_level_69_s13,1087,3
dungeon,16,central path with scattered wall blocks and enemies around edges,gpt41_level_69_s15,1088,4
dungeon,16,walls form right side corridor with enemies scattered along bottom path,gpt41_level_69_s23,1089,4
dungeon,16,central cross path with enemies around and wall blocks at corners,gpt41_level_69_s29,1090,4
dungeon,16,central open area with scattered enemies surrounded by walls and short paths,gpt41_level_69_s5,1091,4
dungeon,16,scattered wall blocks with enemies in open areas and winding path gaps,gpt41_level_6_s17,1092,3
dungeon,16,zigzag wall path with enemies scattered throughout,gpt41_level_6_s26,1093,2
dungeon,16,scattered wall blocks with open paths and enemies around edges,gpt41_level_6_s3,1094,2
dungeon,16,walls form central looped path with enemies scattered throughout,gpt41_level_6_s4,1095,3
dungeon,16,scattered wall blocks with open paths and enemies spread throughout,gpt41_level_6_s8,1096,3
dungeon,16,l shaped wall enclosure with enemies scattered in open path,gpt41_level_70_s10,1097,2
dungeon,16,walls form top corridor with central open area enemies along top and sides,gpt41_level_70_s13,1098,2
dungeon,16,walls form stepped corridor path with enemies scattered throughout,gpt41_level_70_s14,1099,2
dungeon,16,ring wall with central path and enemies around edges,gpt41_level_70_s18,1100,3
dungeon,16,walls form central open area with enemies around edges and bottom path,gpt41_level_70_s2,1101,4
dungeon,16,four wall blocks in corners with central path and enemies,gpt41_level_70_s4,1102,3
dungeon,16,scattered wall blocks with enemies spread across open path,gpt41_level_70_s6,1103,2
dungeon,16,walls along bottom with central path and scattered enemies,gpt41_level_70_s9,1104,3
dungeon,16,enemies scattered around central open area with walls on edges,gpt41_level_71_s11,1105,3
dungeon,16,central open path with surrounding wall corners and enemies around edges,gpt41_level_71_s15,1106,3
dungeon,16,walls around edges with open central path and enemies scattered throughout,gpt41_level_71_s16,1107,3
dungeon,16,enemies scattered across open area with wall clusters and winding path,gpt41_level_71_s18,1108,4
dungeon,16,enemies around edges with scattered wall blocks and open central path,gpt41_level_71_s24,1109,3
dungeon,16,four wall blocks with enemies around open center path,gpt41_level_71_s5,1110,3
dungeon,16,walls form central blocky maze with scattered enemies along paths,gpt41_level_72_s14,1111,4
dungeon,16,scattered wall blocks with many enemies across open paths,gpt41_level_72_s21,1112,4
dungeon,16,walls form scattered blocks with open paths and enemies dispersed throughout,gpt41_level_72_s23,1113,4
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_72_s6,1114,3
dungeon,16,scattered wall blocks with winding path and enemies throughout,gpt41_level_73_s1,1115,4
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_73_s10,1116,3
dungeon,16,central winding path with scattered enemies and surrounding wall blocks,gpt41_level_73_s15,1117,4
dungeon,16,walls form maze with central open path and enemies scattered throughout,gpt41_level_73_s17,1118,3
dungeon,16,scattered wall blocks with winding paths and enemies throughout,gpt41_level_73_s23,1119,4
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_73_s26,1120,5
dungeon,16,walls form scattered blocks with enemies along paths around center,gpt41_level_73_s3,1121,3
dungeon,16,scattered wall blocks with winding path and enemies around edges,gpt41_level_73_s5,1122,3
dungeon,16,central vertical wall with side paths and scattered enemies,gpt41_level_74_s0,1123,2
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_74_s10,1124,3
dungeon,16,central vertical wall with surrounding paths and scattered enemies,gpt41_level_74_s23,1125,4
dungeon,16,walls form central winding path with enemies scattered around,gpt41_level_75_s2,1126,2
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_75_s21,1127,3
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_75_s24,1128,3
dungeon,16,scattered wall blocks with enemies along narrow paths,gpt41_level_75_s29,1129,3
dungeon,16,path maze with walls and scattered enemies,gpt41_level_75_s7,1130,3
dungeon,16,walls form central cross paths with enemies scattered in rooms,gpt41_level_76_s12,1131,3
dungeon,16,central open area with surrounding wall corridors and scattered enemies,gpt41_level_76_s14,1132,3
dungeon,16,path maze with scattered wall blocks and enemies around edges,gpt41_level_76_s16,1133,3
dungeon,16,central open area with enemies around edges and wall clusters forming paths,gpt41_level_76_s17,1134,3
dungeon,16,scattered wall blocks with open paths and enemies spread throughout,gpt41_level_76_s18,1135,4
dungeon,16,central open path with enemy cluster and surrounding wall blocks,gpt41_level_76_s27,1136,4
dungeon,16,central open path with walls around edges and scattered enemies,gpt41_level_76_s28,1137,3
dungeon,16,central open path with surrounding wall and enemies around edges,gpt41_level_77_s0,1138,3
dungeon,16,central cross shaped path with enemies scattered and walls around edges,gpt41_level_77_s12,1139,4
dungeon,16,central open area with surrounding wall and enemies along edges and paths,gpt41_level_77_s16,1140,3
dungeon,16,enemies scattered around central open area with surrounding wall blocks,gpt41_level_77_s18,1141,3
dungeon,16,central open area with enemies scattered and walls around edges,gpt41_level_77_s22,1142,3
dungeon,16,open central path with scattered enemies and surrounding walls,gpt41_level_77_s5,1143,4
dungeon,16,central enemy cluster within square wall ring and surrounding paths,gpt41_level_78_s11,1144,2
dungeon,16,central open path with scattered enemies and surrounding wall blocks,gpt41_level_78_s19,1145,2
dungeon,16,central open path with enemies clustered middle and sides walls framing edges,gpt41_level_78_s23,1146,2
dungeon,16,scattered wall blocks with enemies across open area no clear path,gpt41_level_78_s29,1147,3
dungeon,16,walls form scattered blocks with enemies spread across open paths,gpt41_level_79_s13,1148,4
dungeon,16,central open area with surrounding wall and enemies scattered near edges,gpt41_level_79_s25,1149,3
dungeon,16,central open path with surrounding wall and enemies around edges,gpt41_level_79_s6,1150,2
dungeon,16,central wall block with branching paths and two enemies near bottom,gpt41_level_7_s13,1151,2
dungeon,16,walls form winding maze paths with open center and scattered enemies,gpt41_level_7_s17,1152,4
dungeon,16,cross shaped wall with central path and enemies around edges,gpt41_level_7_s2,1153,2
dungeon,16,scattered wall blocks with winding path gaps and no enemy,gpt41_level_7_s20,1154,4
dungeon,16,walls form central block with surrounding paths and scattered enemies,gpt41_level_7_s25,1155,1
dungeon,16,scattered wall blocks with open path gaps and no enemy,gpt41_level_7_s27,1156,4
dungeon,16,walls form scattered blocks with winding paths between them,gpt41_level_7_s28,1157,4
dungeon,16,central vertical path with side walls and scattered enemies,gpt41_level_7_s6,1158,4
dungeon,16,spiral wall path with enemies scattered along path and outer area,gpt41_level_80_s10,1159,3
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_80_s12,1160,4
dungeon,16,walls form scattered blocks with winding paths and enemies spread throughout,gpt41_level_80_s16,1161,4
dungeon,16,enemies scattered around central wall blocks with winding paths,gpt41_level_80_s27,1162,3
dungeon,16,central cross path with scattered enemies and surrounding walls,gpt41_level_80_s29,1163,3
dungeon,16,scattered walls with many enemies across open paths,gpt41_level_80_s3,1164,3
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_81_s12,1165,4
dungeon,16,path maze with scattered wall blocks and many enemies,gpt41_level_81_s26,1166,4
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_82_s14,1167,4
dungeon,16,scattered wall blocks with enemies in open areas and narrow path gaps,gpt41_level_82_s15,1168,3
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_82_s2,1169,4
dungeon,16,square spiral wall maze with central path and scattered enemies,gpt41_level_82_s22,1170,3
dungeon,16,path maze with walls and enemies scattered throughout,gpt41_level_82_s26,1171,3
dungeon,16,winding path through walls with enemies scattered throughout,gpt41_level_82_s27,1172,4
dungeon,16,winding path corridors between wall blocks with enemies scattered throughout,gpt41_level_82_s3,1173,4
dungeon,16,scattered wall blocks with enemies in open areas and narrow paths between walls,gpt41_level_82_s6,1174,4
dungeon,16,walls form maze of paths with enemies scattered throughout,gpt41_level_83_s0,1175,3
dungeon,16,scattered wall blocks with enemies along winding paths,gpt41_level_83_s14,1176,3
dungeon,16,enemies scattered across open paths between blocky walls,gpt41_level_83_s22,1177,3
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_83_s26,1178,3
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_83_s27,1179,4
dungeon,16,scattered wall blocks with winding path and enemies throughout,gpt41_level_83_s28,1180,3
dungeon,16,scattered wall blocks with winding path and enemies throughout,gpt41_level_83_s3,1181,3
dungeon,16,scattered walls with winding paths and enemies throughout,gpt41_level_83_s4,1182,4
dungeon,16,enemies scattered across open paths between wall blocks,gpt41_level_83_s7,1183,4
dungeon,16,central open area with surrounding wall ring and enemies on outer paths,gpt41_level_84_s10,1184,3
dungeon,16,central open area with surrounding wall ring and enemies along edges,gpt41_level_84_s13,1185,4
dungeon,16,square spiral path around central wall with enemies along path,gpt41_level_84_s6,1186,4
dungeon,16,square spiral wall path with enemies scattered throughout,gpt41_level_84_s7,1187,3
dungeon,16,central open path with enemies scattered and walls around edges,gpt41_level_85_s13,1188,4
dungeon,16,central open area with scattered wall blocks and enemies along paths,gpt41_level_85_s14,1189,3
dungeon,16,central open path with surrounding wall and scattered enemy clusters,gpt41_level_85_s18,1190,3
dungeon,16,central open area with surrounding wall ring and enemies scattered along edges and paths,gpt41_level_85_s21,1191,4
dungeon,16,square wall ring with central block and enemies around paths,gpt41_level_85_s25,1192,3
dungeon,16,central wall block with enemies around edges and open path ring,gpt41_level_85_s26,1193,3
dungeon,16,central open area with surrounding wall blocks and enemies along edges and paths,gpt41_level_85_s28,1194,3
dungeon,16,square ring wall with inner path and enemies around edges,gpt41_level_85_s4,1195,3
dungeon,16,walls form square ring path with enemies around edges,gpt41_level_85_s6,1196,4
dungeon,16,central open area with enemies around walls and short paths,gpt41_level_85_s9,1197,3
dungeon,16,walled maze with winding paths and scattered enemies,gpt41_level_86_s0,1198,4
dungeon,16,central open area with surrounding wall and scattered enemy along outer path,gpt41_level_86_s12,1199,3
dungeon,16,central open area with surrounding wall and scattered enemy along path,gpt41_level_86_s20,1200,4
dungeon,16,walls form outer ring path with central block enemies scattered around edges,gpt41_level_87_s11,1201,3
dungeon,16,square spiral wall path with enemies along outer and inner edges,gpt41_level_87_s12,1202,3
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_87_s18,1203,4
dungeon,16,central open path with scattered enemies and surrounding wall blocks,gpt41_level_87_s2,1204,3
dungeon,16,central open area with surrounding wall ring and enemies along outer paths,gpt41_level_87_s21,1205,4
dungeon,16,square wall ring with central block and enemies along path,gpt41_level_87_s28,1206,2
dungeon,16,central open path with enemies scattered and walls around edges,gpt41_level_87_s5,1207,3
dungeon,16,central open path with scattered enemies surrounded by wall blocks,gpt41_level_87_s8,1208,4
dungeon,16,walls form maze of horizontal paths with enemies scattered throughout,gpt41_level_88_s1,1209,4
dungeon,16,maze like wall corridors with enemies scattered along path,gpt41_level_88_s16,1210,4
dungeon,16,maze like wall corridors with enemies scattered along paths,gpt41_level_88_s25,1211,4
dungeon,16,winding path maze through walls with enemies scattered along path,gpt41_level_89_s11,1212,2
dungeon,16,central open path with scattered enemies and surrounding wall blocks,gpt41_level_89_s13,1213,3
dungeon,16,maze like wall corridors with enemies scattered along path,gpt41_level_89_s17,1214,3
dungeon,16,central winding path through walls with enemies scattered around,gpt41_level_89_s18,1215,3
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_89_s23,1216,3
dungeon,16,square spiral wall path with enemies scattered along path,gpt41_level_89_s28,1217,4
dungeon,16,scattered wall blocks with enemies across open paths,gpt41_level_89_s4,1218,4
dungeon,16,scattered wall blocks with enemies along winding paths,gpt41_level_90_s17,1219,3
dungeon,16,central path with enemies scattered and surrounding wall,gpt41_level_90_s26,1220,3
dungeon,16,walls form maze of corridors with enemies scattered along paths,gpt41_level_90_s4,1221,2
dungeon,16,walls form winding path loop around central open area with enemies along edges,gpt41_level_91_s1,1222,4
dungeon,16,path zigzag corridor with enemies scattered and walls around,gpt41_level_91_s14,1223,3
dungeon,16,walls form outer square with central cross path and scattered enemies,gpt41_level_91_s18,1224,3
dungeon,16,walled maze with winding path and enemies scattered throughout,gpt41_level_91_s21,1225,3
dungeon,16,zigzag path corridors with many enemies and surrounding walls,gpt41_level_91_s23,1226,4
dungeon,16,walls form spiral path with enemies scattered along corridors,gpt41_level_91_s24,1227,3
dungeon,16,path zigzag corridor through walls with scattered enemies,gpt41_level_91_s25,1228,4
dungeon,16,walls form central block with surrounding paths and enemies scattered,gpt41_level_91_s26,1229,3
dungeon,16,maze like walls with winding paths and enemies scattered throughout,gpt41_level_91_s27,1230,3
dungeon,16,spiral wall path with enemies around edges and inside,gpt41_level_91_s7,1231,4
dungeon,16,winding path through walls with enemies scattered along path,gpt41_level_91_s8,1232,2
dungeon,16,winding path maze with central enemy cluster and scattered enemies near walls,gpt41_level_91_s9,1233,3
dungeon,16,central path with walls around and enemies scattered near edges,gpt41_level_92_s0,1234,2
dungeon,16,central open path with surrounding wall and scattered enemy,gpt41_level_92_s12,1235,3
dungeon,16,central open area with surrounding wall ring and enemies along paths,gpt41_level_92_s19,1236,3
dungeon,16,path forms large central block with right corridor wall enemies scattered,gpt41_level_92_s28,1237,2
dungeon,16,scattered enemies along winding path between walls,gpt41_level_92_s29,1238,5
dungeon,16,central blocky wall with enemies around edges and no path,gpt41_level_92_s3,1239,3
dungeon,16,central open area with surrounding wall and enemies around edges,gpt41_level_92_s5,1240,3
dungeon,16,square ring wall path around central wall with enemies on path,gpt41_level_92_s7,1241,3
dungeon,16,central open path with scattered enemies and surrounding wall,gpt41_level_93_s1,1242,2
dungeon,16,central open path with scattered enemy clusters and surrounding wall blocks,gpt41_level_93_s11,1243,4
dungeon,16,cross shaped path with enemies scattered and walls around,gpt41_level_93_s15,1244,3
dungeon,16,central open path with scattered enemies and surrounding wall,gpt41_level_93_s18,1245,3
dungeon,16,central open path with clustered enemies surrounded by walls,gpt41_level_93_s25,1246,4
dungeon,16,central open area with enemies scattered paths to side rooms walls around,gpt41_level_93_s28,1247,3
dungeon,16,central open area with scattered enemies and surrounding wall paths,gpt41_level_93_s8,1248,4
dungeon,16,walls form central block with side paths and scattered enemies,gpt41_level_93_s9,1249,3
dungeon,16,square ring wall with central block and enemies along path,gpt41_level_94_s0,1250,3
dungeon,16,central open area with clustered enemies and short paths to walls,gpt41_level_94_s13,1251,3
dungeon,16,central open path with scattered enemy and surrounding wall,gpt41_level_94_s15,1252,4
dungeon,16,central blocky wall with surrounding path and enemies around edges,gpt41_level_94_s16,1253,2
dungeon,16,central open area with branching paths and enemies near walls,gpt41_level_94_s19,1254,3
dungeon,16,central path with surrounding wall and enemies scattered around edges,gpt41_level_94_s21,1255,4
dungeon,16,square spiral wall path with enemies clustered center and scattered edges,gpt41_level_94_s29,1256,3
dungeon,16,central open path with scattered enemies and surrounding wall,gpt41_level_95_s10,1257,4
dungeon,16,central open path with enemies scattered around walls border edges,gpt41_level_95_s16,1258,3
dungeon,16,central open area with scattered wall blocks and enemies around edges along paths,gpt41_level_95_s22,1259,3
dungeon,16,central open area with surrounding wall and scattered enemy along path,gpt41_level_95_s25,1260,4
dungeon,16,central open area surrounded by wall with enemies along edges and sparse paths,gpt41_level_95_s26,1261,2
dungeon,16,diagonal path through wall with enemies scattered along path,gpt41_level_95_s29,1262,3
dungeon,16,central open area with scattered enemy near wall edges and short path gaps,gpt41_level_95_s3,1263,2
dungeon,16,scattered wall blocks with enemies spread across open paths,gpt41_level_96_s1,1264,3
dungeon,16,scattered wall blocks with winding path and enemies throughout,gpt41_level_96_s12,1265,3
dungeon,16,walls form central corridor path with enemies scattered throughout,gpt41_level_96_s15,1266,4
dungeon,16,walls form zigzag corridors with enemies scattered along paths,gpt41_level_96_s21,1267,3
