game,data_size,instruction,filename,embedding_idx,difficulty
the_legend_of_zelda,16,large open floor room surrounded by wall border,level4-1-map6_patch1_flip,1757,1
the_legend_of_zelda,16,floor ring around central wall block area,level4-1-map6_patch1_rot90,1758,1
the_legend_of_zelda,16,square wall border enclosing large central floor area,level4-1-map6_patch1_rot90_flip,1759,1
the_legend_of_zelda,16,large square floor enclosed by wall with two blocks near center,level4-1-map7_patch1,1760,1
the_legend_of_zelda,16,large square floor room enclosed by wall with two door openings on left,level4-1-map7_patch1_flip,1761,1
the_legend_of_zelda,16,large square floor room enclosed by wall with two central blocks,level4-1-map7_patch1_rot90,1762,1
the_legend_of_zelda,16,square floor room enclosed by wall with central stair,level4-1-map7_patch1_rot90_flip,1763,1
the_legend_of_zelda,16,large square floor room with scattered blocks and top door,level4-1-map8_patch1,1764,1
the_legend_of_zelda,16,square floor room with wall border and scattered blocks,level4-1-map8_patch1_flip,1765,1
the_legend_of_zelda,16,floor grid with diagonal wall chain from top left to bottom right,level4-1-map8_patch1_rot90,1766,4
the_legend_of_zelda,16,floor with diagonal wall zigzag from top to bottom and door on right,level4-1-map8_patch1_rot90_flip,1767,2
the_legend_of_zelda,16,water corridor spiral inside square floor with outer wall and two door openings,level4-1-map9_patch1,1768,2
the_legend_of_zelda,16,spiral waterfloor corridor on floor within surrounding wall,level4-1-map9_patch1_flip,1769,2
the_legend_of_zelda,16,spiral waterfloor corridor surrounded by floor and wall,level4-1-map9_patch1_rot90,1770,2
the_legend_of_zelda,16,square floor ring with central water corridor,level4-1-map9_patch1_rot90_flip,1771,2
the_legend_of_zelda,16,square floor room with border wall and diagonal block pattern,level4-2-map10_patch1,1772,2
the_legend_of_zelda,16,large floor room with diagonal block line and two doors,level4-2-map10_patch1_flip,1773,3
the_legend_of_zelda,16,central floor filled with diagonal block lattice pattern,level4-2-map10_patch1_rot90,1774,2
the_legend_of_zelda,16,floor with central diagonal block zigzag pattern,level4-2-map10_patch1_rot90_flip,1775,1
the_legend_of_zelda,16,square floor room with wall border and four monsters near corners,level4-2-map11_patch1,1776,1
the_legend_of_zelda,16,square floor room with four monsters near corners and top door,level4-2-map11_patch1_flip,1777,1
the_legend_of_zelda,16,square floor room with four monsters near corners and left door,level4-2-map11_patch1_rot90,1778,2
the_legend_of_zelda,16,square floor room with four monsters near corners and surrounding wall,level4-2-map11_patch1_rot90_flip,1779,3
the_legend_of_zelda,16,square floor room with wall border and four monsters near corners doors top bottom,level4-2-map12_patch1,1780,1
the_legend_of_zelda,16,square floor room with wall border and four monsters near corners and two doors center top bottom,level4-2-map12_patch1_flip,1781,1
the_legend_of_zelda,16,square floor room with four monsters near corners and side doors,level4-2-map12_patch1_rot90,1782,2
the_legend_of_zelda,16,open floor room with four monsters near corners and side doors,level4-2-map12_patch1_rot90_flip,1783,3
the_legend_of_zelda,16,spiral waterfloor channel inside square floor with outer wall and two doors,level4-2-map13_patch1,1784,2
the_legend_of_zelda,16,water corridor spiral inside walled floor room,level4-2-map13_patch1_flip,1785,2
the_legend_of_zelda,16,spiral waterfloor channel inside square floor with surrounding wall,level4-2-map13_patch1_rot90,1786,2
the_legend_of_zelda,16,waterfloor spiral corridor surrounded by floor and wall,level4-2-map13_patch1_rot90_flip,1787,2
the_legend_of_zelda,16,square floor room with wall border and two blocks inside,level4-2-map14_patch1,1788,1
the_legend_of_zelda,16,large square floor room with two central blocks and top door,level4-2-map14_patch1_flip,1789,1
the_legend_of_zelda,16,square floor room with wall border and four blocks in center,level4-2-map14_patch1_rot90,1790,1
the_legend_of_zelda,16,open floor with four block clusters and right door,level4-2-map14_patch1_rot90_flip,1791,2
the_legend_of_zelda,16,large central floor room surrounded by wall border,level4-2-map15_patch1,1792,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level4-2-map15_patch1_flip,1793,1
the_legend_of_zelda,16,floor ring around central wall block area,level4-2-map15_patch1_rot90,1794,1
the_legend_of_zelda,16,square wall border enclosing large central floor area,level4-2-map15_patch1_rot90_flip,1795,1
the_legend_of_zelda,16,square floor room with two monsters centered and door at top wall,level4-2-map16_patch1,1796,1
the_legend_of_zelda,16,square floor room with two monsters centered and door top wall,level4-2-map16_patch1_flip,1797,1
the_legend_of_zelda,16,open floor room with two monsters centered,level4-2-map16_patch1_rot90,1798,1
the_legend_of_zelda,16,open floor room with two monsters centered and right wall door,level4-2-map16_patch1_rot90_flip,1799,1
the_legend_of_zelda,16,square floor room with border wall and four corner blocks and two monsters,level4-2-map17_patch1,1800,1
the_legend_of_zelda,16,open floor room with border wall and two monsters left and right,level4-2-map17_patch1_flip,1801,1
the_legend_of_zelda,16,large open floor room with two monsters opposite corners and surrounding walls,level4-2-map17_patch1_rot90,1802,1
the_legend_of_zelda,16,square floor room with two monsters and diagonal blocks,level4-2-map17_patch1_rot90_flip,1803,1
the_legend_of_zelda,16,large open floor room surrounded by wall with two blocks near center,level4-2-map18_patch1,1804,1
the_legend_of_zelda,16,large open floor room with surrounding wall and two central blocks,level4-2-map18_patch1_flip,1805,1
the_legend_of_zelda,16,square floor room with wall border and two central blocks and bottom door,level4-2-map18_patch1_rot90,1806,1
the_legend_of_zelda,16,large square floor room with central stair and bottom door,level4-2-map18_patch1_rot90_flip,1807,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level4-2-map19_patch1,1808,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level4-2-map19_patch1_flip,1809,1
the_legend_of_zelda,16,floor ring corridor around central wall block area,level4-2-map19_patch1_rot90,1810,1
the_legend_of_zelda,16,wall border with large central floor area,level4-2-map19_patch1_rot90_flip,1811,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level4-2-map1_patch1,1812,1
the_legend_of_zelda,16,large floor room enclosed by wall with central empty area,level4-2-map1_patch1_flip,1813,1
the_legend_of_zelda,16,floor ring around central wall block area,level4-2-map1_patch1_rot90,1814,1
the_legend_of_zelda,16,square wall border surrounding central floor area,level4-2-map1_patch1_rot90_flip,1815,2
the_legend_of_zelda,16,central floor room with two wall pillars and four monsters near center,level4-2-map20_patch1,1816,2
the_legend_of_zelda,16,central floor room with two wall pillars and four monsters near center,level4-2-map20_patch1_flip,1817,2
the_legend_of_zelda,16,ring wall corridor around central floor with scattered monster,level4-2-map20_patch1_rot90,1818,1
the_legend_of_zelda,16,ring wall corridor with monsters inside open floor,level4-2-map20_patch1_rot90_flip,1819,1
the_legend_of_zelda,16,square floor with four water pools near corners and one central water pool,level4-2-map21_patch1,1820,1
the_legend_of_zelda,16,square floor room with four water pools near corners and doors north south,level4-2-map21_patch1_flip,1821,2
the_legend_of_zelda,16,square floor room with walls and six water blocks in two columns,level4-2-map21_patch1_rot90,1822,1
the_legend_of_zelda,16,square floor arena with four waterblock clusters and central waterblock cluster,level4-2-map21_patch1_rot90_flip,1823,1
the_legend_of_zelda,16,floor with wall border and diagonal block zigzag on right,level4-2-map22_patch1,1824,1
the_legend_of_zelda,16,floor grid with blocks clustered along left side and center,level4-2-map22_patch1_flip,1825,2
the_legend_of_zelda,16,floor with three diagonal wall bands across open area,level4-2-map22_patch1_rot90,1826,1
the_legend_of_zelda,16,square floor room with border wall and central block diamond pattern,level4-2-map22_patch1_rot90_flip,1827,2
the_legend_of_zelda,16,floor grid with central block diamond pattern and surrounding wall border,level4-2-map23_patch1,1828,1
the_legend_of_zelda,16,square floor with central diamond wall pattern,level4-2-map23_patch1_flip,1829,1
the_legend_of_zelda,16,square floor with central blocks and bottom door,level4-2-map23_patch1_rot90,1830,1
the_legend_of_zelda,16,diagonal wall from bottom center to top center dividing floor,level4-2-map23_patch1_rot90_flip,1831,2
the_legend_of_zelda,16,square floor room with wall border and four monsters near corners and two doors center top bottom,level4-2-map24_patch1,1832,1
the_legend_of_zelda,16,square floor room with wall border and four monsters near corners and two doors top bottom,level4-2-map24_patch1_flip,1833,1
the_legend_of_zelda,16,square floor room with four monsters near corners and side doors,level4-2-map24_patch1_rot90,1834,2
the_legend_of_zelda,16,open floor room with four monsters near corners and side doors,level4-2-map24_patch1_rot90_flip,1835,3
the_legend_of_zelda,16,rectangular floor with border wall and two central block clusters,level4-2-map25_patch1,1836,1
the_legend_of_zelda,16,square floor bordered by wall with two central block clusters,level4-2-map25_patch1_flip,1837,1
the_legend_of_zelda,16,large square floor room enclosed by wall with two central block clusters,level4-2-map25_patch1_rot90,1838,1
the_legend_of_zelda,16,large square floor room with walls and two central block clusters,level4-2-map25_patch1_rot90_flip,1839,2
the_legend_of_zelda,16,large square floor room with two monsters centered and one door bottom,level4-2-map26_patch1,1840,1
the_legend_of_zelda,16,large square floor room with walls and two monsters centered,level4-2-map26_patch1_flip,1841,2
the_legend_of_zelda,16,large square floor room enclosed by wall with two monsters centered,level4-2-map26_patch1_rot90,1842,1
the_legend_of_zelda,16,large square floor room enclosed by wall with two monsters centered vertically,level4-2-map26_patch1_rot90_flip,1843,2
the_legend_of_zelda,16,floor grid with four block clusters near corners and central door opening,level4-2-map27_patch1,1844,1
the_legend_of_zelda,16,open floor with scattered blocks and a door at bottom wall,level4-2-map27_patch1_flip,1845,1
the_legend_of_zelda,16,square floor room with four block clusters and one door on right wall,level4-2-map27_patch1_rot90,1846,1
the_legend_of_zelda,16,floor with four diagonal wall clusters in open room,level4-2-map27_patch1_rot90_flip,1847,1
the_legend_of_zelda,16,large floor room with wall border and right side block cluster near door,level4-2-map28_patch1,1848,1
the_legend_of_zelda,16,central floor with diagonal block cluster and left door,level4-2-map28_patch1_flip,1849,3
the_legend_of_zelda,16,open floor with scattered blocks and one door on top wall,level4-2-map28_patch1_rot90,1850,2
the_legend_of_zelda,16,central block diamond with monster near top and right wall corridor,level4-2-map28_patch1_rot90_flip,1851,2
the_legend_of_zelda,16,diagonal waterblock lines across open floor with border wall,level4-2-map29_patch1,1852,1
the_legend_of_zelda,16,floor grid with diagonal water blocks forming two large x shapes,level4-2-map29_patch1_flip,1853,2
the_legend_of_zelda,16,floor grid with diagonal water from top left to bottom right,level4-2-map29_patch1_rot90,1854,2
the_legend_of_zelda,16,diagonal wall lines across open floor with scattered blocks,level4-2-map29_patch1_rot90_flip,1855,4
the_legend_of_zelda,16,large central floor room surrounded by wall border with door on right,level4-2-map2_patch1,1856,1
the_legend_of_zelda,16,large central floor room surrounded by wall with left door,level4-2-map2_patch1_flip,1857,1
the_legend_of_zelda,16,floor ring around central wall void,level4-2-map2_patch1_rot90,1858,1
the_legend_of_zelda,16,wall border surrounding large central floor room,level4-2-map2_patch1_rot90_flip,1859,2
the_legend_of_zelda,16,square floor room with central block patch and four monster pairs around it,level4-2-map30_patch1,1860,3
the_legend_of_zelda,16,square floor room with central block patch and four monster pairs around it,level4-2-map30_patch1_flip,1861,3
the_legend_of_zelda,16,square floor room with central blocks and monsters in grid pattern,level4-2-map30_patch1_rot90,1862,2
the_legend_of_zelda,16,square floor room with central block cluster and monsters grid,level4-2-map30_patch1_rot90_flip,1863,4
the_legend_of_zelda,16,large open floor room enclosed by wall with two door openings,level4-2-map31_patch1,1864,1
the_legend_of_zelda,16,large open floor room enclosed by wall with door at top and right,level4-2-map31_patch1_flip,1865,1
the_legend_of_zelda,16,large square floor room enclosed by wall with door on left and bottom,level4-2-map31_patch1_rot90,1866,1
the_legend_of_zelda,16,large floor room enclosed by wall with two door openings on right and bottom,level4-2-map31_patch1_rot90_flip,1867,1
the_legend_of_zelda,16,floor grid with four stair near center quadrants enclosed by wall,level4-2-map3_patch1,1868,1
the_legend_of_zelda,16,floor grid with scattered blocks inside surrounding wall,level4-2-map3_patch1_flip,1869,1
the_legend_of_zelda,16,floor grid with four blocks in a central square pattern,level4-2-map3_patch1_rot90,1870,1
the_legend_of_zelda,16,floor with diagonal block bands forming zigzag corridors,level4-2-map3_patch1_rot90_flip,1871,1
the_legend_of_zelda,16,water corridor spiral inside wall border,level4-2-map5_patch1,1872,2
the_legend_of_zelda,16,spiral wall corridor with waterfloor channel inside,level4-2-map5_patch1_flip,1873,2
the_legend_of_zelda,16,square floor with central water corridor spiral,level4-2-map5_patch1_rot90,1874,1
the_legend_of_zelda,16,spiral wall corridor around central floor,level4-2-map5_patch1_rot90_flip,1875,2
the_legend_of_zelda,16,rectangular floor room with surrounding wall and right water column,level4-2-map6_patch1,1876,1
the_legend_of_zelda,16,square floor ring with inner wall and central water column,level4-2-map6_patch1_flip,1877,1
the_legend_of_zelda,16,square floor ring with central water pool and right door,level4-2-map6_patch1_rot90,1878,2
the_legend_of_zelda,16,large square floor room with central water pool and left door,level4-2-map6_patch1_rot90_flip,1879,1
the_legend_of_zelda,16,open floor room with two monsters centered and door at bottom,level4-2-map7_patch1,1880,1
the_legend_of_zelda,16,open floor room with two monsters centered and door at bottom,level4-2-map7_patch1_flip,1881,1
the_legend_of_zelda,16,open floor room with two monsters centered and right wall door,level4-2-map7_patch1_rot90,1882,1
the_legend_of_zelda,16,open floor room with two monsters in center,level4-2-map7_patch1_rot90_flip,1883,1
the_legend_of_zelda,16,floor grid with scattered blocks forming diagonal diamond pattern door bottom center,level4-2-map8_patch1,1884,3
the_legend_of_zelda,16,floor with three diagonal wall bands across center,level4-2-map8_patch1_flip,1885,2
the_legend_of_zelda,16,square floor with diagonal wall lattice and central blocks,level4-2-map8_patch1_rot90,1886,3
the_legend_of_zelda,16,diagonal wall zigzag across open floor with border wall and two door openings,level4-2-map8_patch1_rot90_flip,1887,1
the_legend_of_zelda,16,water maze corridors through floor with surrounding wall and one door,level4-2-map9_patch1,1888,2
the_legend_of_zelda,16,waterfloor winding through central floor with surrounding walls,level4-2-map9_patch1_flip,1889,2
the_legend_of_zelda,16,spiral waterfloor path surrounded by floor and wall border,level4-2-map9_patch1_rot90,1890,4
the_legend_of_zelda,16,single winding floor corridor surrounded by wall with central water channel,level4-2-map9_patch1_rot90_flip,1891,4
the_legend_of_zelda,16,floor with central diamond block cluster inside wall border,level5-1-map10_patch1,1892,1
the_legend_of_zelda,16,central floor with scattered blocks and surrounding wall,level5-1-map10_patch1_flip,1893,1
the_legend_of_zelda,16,central blocks in vertical columns within walled floor room,level5-1-map10_patch1_rot90,1894,1
the_legend_of_zelda,16,central diagonal wall stripes on floor within walled room,level5-1-map10_patch1_rot90_flip,1895,2
the_legend_of_zelda,16,square wall ring with inner floor ring around central water pool,level5-1-map11_patch1,1896,1
the_legend_of_zelda,16,central water surrounded by floor ring and outer wall,level5-1-map11_patch1_flip,1897,1
the_legend_of_zelda,16,water surrounded by floor ring and outer wall,level5-1-map11_patch1_rot90,1898,1
the_legend_of_zelda,16,water ring around central floor corridor,level5-1-map11_patch1_rot90_flip,1899,2
the_legend_of_zelda,16,spiral waterfloor corridor inside walled room,level5-1-map12_patch1,1900,2
the_legend_of_zelda,16,water corridor spiral inside walls with door at bottom,level5-1-map12_patch1_flip,1901,2
the_legend_of_zelda,16,spiral wall corridor around waterfloor channel with door openings,level5-1-map12_patch1_rot90,1902,2
the_legend_of_zelda,16,spiral wall corridor around central floor with water channel,level5-1-map12_patch1_rot90_flip,1903,2
the_legend_of_zelda,16,square floor bordered by wall with central block cluster,level5-1-map13_patch1,1904,1
the_legend_of_zelda,16,square floor bordered by wall with central block cluster,level5-1-map13_patch1_flip,1905,1
the_legend_of_zelda,16,square floor room with central block cluster and left door,level5-1-map13_patch1_rot90,1906,1
the_legend_of_zelda,16,square floor room with central block cluster and right wall door,level5-1-map13_patch1_rot90_flip,1907,1
the_legend_of_zelda,16,water maze corridors within surrounding wall floor,level5-1-map16_patch1,1908,3
the_legend_of_zelda,16,spiral wall corridors around central floor with water pockets,level5-1-map16_patch1_flip,1909,2
the_legend_of_zelda,16,water channels form zigzag maze through floor with surrounding wall,level5-1-map16_patch1_rot90,1910,3
the_legend_of_zelda,16,waterfloor forms winding central corridor within surrounding floor and wall border,level5-1-map16_patch1_rot90_flip,1911,2
the_legend_of_zelda,16,waterfloor spiral around central floor blocks,level5-1-map19_patch1,1912,2
the_legend_of_zelda,16,square wall border with central water pool and inner floor island,level5-1-map19_patch1_flip,1913,1
the_legend_of_zelda,16,water forms large c shape around central floor blocks,level5-1-map19_patch1_rot90,1914,1
the_legend_of_zelda,16,water ring around central block corridor,level5-1-map19_patch1_rot90_flip,1915,2
the_legend_of_zelda,16,spiral waterfloor corridor on floor enclosed by wall with two door openings,level5-1-map20_patch1,1916,2
the_legend_of_zelda,16,water spiral corridor inside square wall,level5-1-map20_patch1_flip,1917,2
the_legend_of_zelda,16,waterfloor spiral corridor surrounded by floor and wall,level5-1-map20_patch1_rot90,1918,2
the_legend_of_zelda,16,spiral wall corridor around central floor with water strip,level5-1-map20_patch1_rot90_flip,1919,2
the_legend_of_zelda,16,large floor room with central water column and bottom door,level5-1-map22_patch1,1920,1
the_legend_of_zelda,16,square floor ring with central water column and two doors,level5-1-map22_patch1_flip,1921,1
the_legend_of_zelda,16,square floor room with central water strip,level5-1-map22_patch1_rot90,1922,2
the_legend_of_zelda,16,large floor room with central water pool and surrounding wall,level5-1-map22_patch1_rot90_flip,1923,1
the_legend_of_zelda,16,large square floor room enclosed by wall with four door openings centered each side,level5-1-map23_patch1,1924,1
the_legend_of_zelda,16,large square floor room enclosed by wall with four doors centered each side,level5-1-map23_patch1_flip,1925,1
the_legend_of_zelda,16,large square floor area enclosed by wall with four door openings,level5-1-map23_patch1_rot90,1926,1
the_legend_of_zelda,16,large floor room surrounded by wall with door openings on four sides,level5-1-map23_patch1_rot90_flip,1927,1
the_legend_of_zelda,16,waterfloor maze corridors through floor with scattered blocks,level5-1-map24_patch1,1928,4
the_legend_of_zelda,16,waterfloor pool on left with winding floor corridors and walls around,level5-1-map24_patch1_flip,1929,2
the_legend_of_zelda,16,water channels form zigzag maze through floor blocks with bottom door,level5-1-map24_patch1_rot90,1930,4
the_legend_of_zelda,16,winding waterfloor corridor through floor with surrounding wall blocks,level5-1-map24_patch1_rot90_flip,1931,3
the_legend_of_zelda,16,central block cluster surrounded by open floor within outer wall,level5-1-map25_patch1,1932,1
the_legend_of_zelda,16,central diamond of floor with stair and surrounding blocks,level5-1-map25_patch1_flip,1933,1
the_legend_of_zelda,16,central block cluster with one monster on floor,level5-1-map25_patch1_rot90,1934,1
the_legend_of_zelda,16,central stair surrounded by floor blocks in open room,level5-1-map25_patch1_rot90_flip,1935,1
the_legend_of_zelda,16,square floor ring with inner wall square and four corner blocks,level5-1-map26_patch1,1936,2
the_legend_of_zelda,16,square floor bordered by wall with two symmetric block clusters inside,level5-1-map26_patch1_flip,1937,3
the_legend_of_zelda,16,large square floor room with central block ring pattern,level5-1-map26_patch1_rot90,1938,1
the_legend_of_zelda,16,square floor with central block cross and four diagonal blocks,level5-1-map26_patch1_rot90_flip,1939,1
the_legend_of_zelda,16,square floor room with central water strip and two doors,level5-1-map27_patch1,1940,3
the_legend_of_zelda,16,rectangular floor room enclosed by wall with door openings left and bottom,level5-1-map27_patch1_flip,1941,1
the_legend_of_zelda,16,central water vertical strip divides floor area within walls,level5-1-map27_patch1_rot90,1942,1
the_legend_of_zelda,16,large floor room with central water column,level5-1-map27_patch1_rot90_flip,1943,2
the_legend_of_zelda,16,large central floor room enclosed by wall with door on left,level5-1-map28_patch1,1944,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level5-1-map28_patch1_flip,1945,1
the_legend_of_zelda,16,floor ring corridor around central wall block area,level5-1-map28_patch1_rot90,1946,1
the_legend_of_zelda,16,square wall border with central floor area and bottom door opening,level5-1-map28_patch1_rot90_flip,1947,1
the_legend_of_zelda,16,large open floor room enclosed by wall with central stair,level5-1-map2_patch1,1948,1
the_legend_of_zelda,16,large square floor room with central stair,level5-1-map2_patch1_flip,1949,1
the_legend_of_zelda,16,large square floor room enclosed by wall with single central stair,level5-1-map2_patch1_rot90,1950,1
the_legend_of_zelda,16,large square floor enclosed by wall with single stair near center,level5-1-map2_patch1_rot90_flip,1951,1
the_legend_of_zelda,16,square floor room with four monster columns and central block patch,level5-1-map31_patch1,1952,3
the_legend_of_zelda,16,square floor room with four monster pairs around central block cluster and two door openings,level5-1-map31_patch1_flip,1953,3
the_legend_of_zelda,16,square floor room with scattered monsters and one block cluster,level5-1-map31_patch1_rot90,1954,3
the_legend_of_zelda,16,square floor ring wall with central monsters grid,level5-1-map31_patch1_rot90_flip,1955,4
the_legend_of_zelda,16,large floor room with two central block clusters and left door,level5-1-map32_patch1,1956,1
the_legend_of_zelda,16,square floor room with border wall and two central block clusters,level5-1-map32_patch1_flip,1957,1
the_legend_of_zelda,16,square floor room with wall border and two central block clusters,level5-1-map32_patch1_rot90,1958,1
the_legend_of_zelda,16,square floor with border wall and two central block clusters and bottom door,level5-1-map32_patch1_rot90_flip,1959,2
the_legend_of_zelda,16,square floor room with central block cluster and two door openings,level5-1-map3_patch1,1960,1
the_legend_of_zelda,16,central block cluster with stair and door on south wall,level5-1-map3_patch1_flip,1961,1
the_legend_of_zelda,16,central block cluster with surrounding floor and outer wall,level5-1-map3_patch1_rot90,1962,1
the_legend_of_zelda,16,floor square room with central stair surrounded by blocks and walls,level5-1-map3_patch1_rot90_flip,1963,1
the_legend_of_zelda,16,central floor room with two wall pillars and four monsters near center,level5-1-map5_patch1,1964,2
the_legend_of_zelda,16,central floor room with two wall pillars and four monsters near center,level5-1-map5_patch1_flip,1965,1
the_legend_of_zelda,16,ring wall corridor with scattered monster inside floor area,level5-1-map5_patch1_rot90,1966,2
the_legend_of_zelda,16,central floor corridor with three monster clusters and surrounding wall border,level5-1-map5_patch1_rot90_flip,1967,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level5-1-map6_patch1,1968,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level5-1-map6_patch1_flip,1969,1
the_legend_of_zelda,16,floor ring around central wall block area,level5-1-map6_patch1_rot90,1970,1
the_legend_of_zelda,16,square wall border with inner floor ring around central block void,level5-1-map6_patch1_rot90_flip,1971,1
the_legend_of_zelda,16,central water strip across floor enclosed by wall,level5-1-map7_patch1,1972,2
the_legend_of_zelda,16,central water strip across open floor enclosed by wall,level5-1-map7_patch1_flip,1973,2
the_legend_of_zelda,16,central vertical water channel dividing two floor areas with outer wall,level5-1-map7_patch1_rot90,1974,1
the_legend_of_zelda,16,large floor room with central block grid and right wall door,level5-1-map7_patch1_rot90_flip,1975,2
the_legend_of_zelda,16,large floor room enclosed by wall with empty center,level5-1-map8_patch1,1976,1
the_legend_of_zelda,16,large central floor room surrounded by wall border,level5-1-map8_patch1_flip,1977,1
the_legend_of_zelda,16,floor ring around central wall block area,level5-1-map8_patch1_rot90,1978,1
the_legend_of_zelda,16,square wall border surrounding central floor area,level5-1-map8_patch1_rot90_flip,1979,1
the_legend_of_zelda,16,square floor arena with four monsters near corners and doors top bottom,level5-1-map9_patch1,1980,1
the_legend_of_zelda,16,square floor room with four monsters near corners and doors top bottom,level5-1-map9_patch1_flip,1981,1
the_legend_of_zelda,16,large square floor room with four monsters near corners,level5-1-map9_patch1_rot90,1982,3
the_legend_of_zelda,16,large open floor room with four monsters near corners and surrounding walls,level5-1-map9_patch1_rot90_flip,1983,2
the_legend_of_zelda,16,large floor room with central water strip and bottom door,level5-2-map11_patch1,1984,3
the_legend_of_zelda,16,large central waterfloor surrounded by floor and outer wall with two doors,level5-2-map11_patch1_flip,1985,1
the_legend_of_zelda,16,central vertical water channel divides floor area within surrounding wall,level5-2-map11_patch1_rot90,1986,1
the_legend_of_zelda,16,central floor area surrounded by wall with water strip on right,level5-2-map11_patch1_rot90_flip,1987,1
the_legend_of_zelda,16,large water pool centered surrounded by floor and wall with door openings,level5-2-map12_patch1,1988,1
the_legend_of_zelda,16,central water surrounded by floor and outer wall,level5-2-map12_patch1_flip,1989,1
the_legend_of_zelda,16,water center surrounded by floor ring with two door openings,level5-2-map12_patch1_rot90,1990,2
the_legend_of_zelda,16,square wall border with central waterfloor pool and two door gaps,level5-2-map12_patch1_rot90_flip,1991,2
the_legend_of_zelda,16,square floor with central block diamond and bottom door,level5-2-map13_patch1,1992,1
the_legend_of_zelda,16,large open floor with central block cluster and bottom door,level5-2-map13_patch1_flip,1993,1
the_legend_of_zelda,16,square floor room with central block and surrounding wall,level5-2-map13_patch1_rot90,1994,1
the_legend_of_zelda,16,square floor room with diagonal wall corridor from bottom left to top right,level5-2-map13_patch1_rot90_flip,1995,3
the_legend_of_zelda,16,large central floor room enclosed by wall with door top and left,level5-2-map14_patch1,1996,1
the_legend_of_zelda,16,large central floor room surrounded by wall with single door opening,level5-2-map14_patch1_flip,1997,1
the_legend_of_zelda,16,floor ring around large central wall block with door opening bottom,level5-2-map14_patch1_rot90,1998,1
the_legend_of_zelda,16,square floor ring around central wall void with right door,level5-2-map14_patch1_rot90_flip,1999,1
the_legend_of_zelda,16,waterfloor spiral corridor inside square floor with wall border,level5-2-map16_patch1,2000,2
the_legend_of_zelda,16,water corridor spiral inside floor with wall border and two door openings,level5-2-map16_patch1_flip,2001,2
the_legend_of_zelda,16,square wall ring with central water corridor,level5-2-map16_patch1_rot90,2002,2
the_legend_of_zelda,16,square floor ring with central water corridor loop,level5-2-map16_patch1_rot90_flip,2003,2
the_legend_of_zelda,16,waterfloor maze corridors with scattered blocks inside walls,level5-2-map19_patch1,2004,4
the_legend_of_zelda,16,spiral wall corridors around central waterfloor pool,level5-2-map19_patch1_flip,2005,3
the_legend_of_zelda,16,water channels form zigzag maze through floor with surrounding wall,level5-2-map19_patch1_rot90,2006,2
the_legend_of_zelda,16,waterfloor forms winding central corridor within surrounding floor and wall border,level5-2-map19_patch1_rot90_flip,2007,2
the_legend_of_zelda,16,central floor room with two wall pillars and four monsters near center,level5-2-map1_patch1,2008,2
the_legend_of_zelda,16,central floor room with four monsters in a line,level5-2-map1_patch1_flip,2009,1
the_legend_of_zelda,16,ring wall corridor around central floor with scattered monster,level5-2-map1_patch1_rot90,2010,4
the_legend_of_zelda,16,central floor loop corridor with scattered monsters,level5-2-map1_patch1_rot90_flip,2011,3
the_legend_of_zelda,16,square floor arena with two central block clusters and side doors,level5-2-map20_patch1,2012,1
the_legend_of_zelda,16,square floor room with two central block clusters and side doors,level5-2-map20_patch1_flip,2013,1
the_legend_of_zelda,16,square floor room with central blocks and doors on edges,level5-2-map20_patch1_rot90,2014,1
the_legend_of_zelda,16,square floor room with two central block clusters and side doors,level5-2-map20_patch1_rot90_flip,2015,1
the_legend_of_zelda,16,open floor room with two monsters centered and doors on left and bottom,level5-2-map21_patch1,2016,1
the_legend_of_zelda,16,open floor room with two monsters centered and door bottom,level5-2-map21_patch1_flip,2017,1
the_legend_of_zelda,16,open floor room with two monsters centered and right wall door,level5-2-map21_patch1_rot90,2018,1
the_legend_of_zelda,16,large open floor room with two monsters centered and one door on left wall,level5-2-map21_patch1_rot90_flip,2019,2
the_legend_of_zelda,16,large square floor area surrounded by wall,level5-2-map22_patch1,2020,1
the_legend_of_zelda,16,large open floor area surrounded by wall border,level5-2-map22_patch1_flip,2021,1
the_legend_of_zelda,16,open floor area surrounded by wall border,level5-2-map22_patch1_rot90,2022,1
the_legend_of_zelda,16,open floor with border wall no objects,level5-2-map22_patch1_rot90_flip,2023,1
the_legend_of_zelda,16,large open floor with right side blocks and one door,level5-2-map23_patch1,2024,1
the_legend_of_zelda,16,large open floor with diagonal block cluster from left to center,level5-2-map23_patch1_flip,2025,1
the_legend_of_zelda,16,floor grid with scattered blocks and one door on top wall,level5-2-map23_patch1_rot90,2026,1
the_legend_of_zelda,16,floor with central block diamond and top monster,level5-2-map23_patch1_rot90_flip,2027,2
the_legend_of_zelda,16,square floor room with central block cluster and four monster columns,level5-2-map24_patch1,2028,2
the_legend_of_zelda,16,square floor room with four monster pairs around central block cluster,level5-2-map24_patch1_flip,2029,4
